City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
264,Bambanglipuro,ID,2021-09-17 10:38:16,-7.95,110.2833,78.51,83,66,15.82
265,Deputatskiy,RU,2021-09-17 10:38:17,69.3,139.9,39.22,90,100,1.43
266,Wichita Falls,US,2021-09-17 10:38:17,33.9137,-98.4934,71.26,83,1,6.91
267,Khryashchevka,RU,2021-09-17 10:38:17,53.8119,49.0916,46.38,48,100,10.47
268,Udachnyy,RU,2021-09-17 10:38:18,66.4167,112.4,34.83,80,100,14.12
269,Komsomolets,KZ,2021-09-17 10:38:18,53.7453,62.0708,48.25,68,100,15.26
270,Ahipara,NZ,2021-09-17 10:38:18,-35.1667,173.1667,52.75,81,63,11.54
271,Worland,US,2021-09-17 10:38:19,44.0169,-107.9554,41.45,65,1,9.22
272,Bathsheba,BB,2021-09-17 10:38:19,13.2167,-59.5167,83.01,69,40,18.41
273,Hambantota,LK,2021-09-17 10:38:19,6.1241,81.1185,89.94,70,40,12.66
274,Enkoping,SE,2021-09-17 10:38:20,59.6361,17.0777,53.47,61,100,11.34
275,Stornoway,GB,2021-09-17 10:38:20,58.2093,-6.3865,58.96,94,75,14.97
276,Thunder Bay,CA,2021-09-17 10:38:20,48.4001,-89.3168,59.99,98,90,10.36
277,Itarema,BR,2021-09-17 10:38:21,-2.9248,-39.9167,82.76,60,11,16.84
278,Igarka,RU,2021-09-17 10:38:21,67.4667,86.5833,46.33,64,100,18.28
279,Salalah,OM,2021-09-17 10:38:21,17.0151,54.0924,86.09,79,75,14.97
280,Ahuimanu,US,2021-09-17 10:38:22,21.4447,-157.8378,80.31,73,75,12.66
281,Inuvik,CA,2021-09-17 10:36:56,68.3499,-133.7218,45.46,81,40,9.22
282,Camacha,PT,2021-09-17 10:38:22,33.0833,-16.3333,74.53,60,20,14.97
283,Manbij,SY,2021-09-17 10:38:22,36.5281,37.9549,83.17,27,0,8.08
284,Puerto Baquerizo Moreno,EC,2021-09-17 10:38:23,-0.9,-89.6,68.27,86,84,10.47
285,Bubaque,GW,2021-09-17 10:38:23,11.2833,-15.8333,80.24,78,100,9.82
286,Shache,CN,2021-09-17 10:38:23,38.4167,77.2406,88.54,12,0,5.88
287,Norman Wells,CA,2021-09-17 10:38:24,65.282,-126.8329,44.64,81,75,4.61
288,Vanavara,RU,2021-09-17 10:38:24,60.34,102.2797,43.95,59,100,3.98
289,Pont-A-Mousson,FR,2021-09-17 10:38:24,48.9079,6.0589,69.71,63,0,5.75
290,Agadez,NE,2021-09-17 10:38:25,19.75,10.25,96.46,12,0,10.22
291,Mackenzie,CA,2021-09-17 10:38:25,55.2999,-123.1698,43.02,81,90,0.0
